the_geom,segmentid,bikeid,prevbikeid,status,boro,street,fromstreet,tostreet,onoffst,facilitycl,allclasses,bikedir,lanecount,ft_facilit,tf_facilit,instdate,grnwy,gwsystem,spur,gwyjuris,ret_date,gwsys2,tf2facilit,ft2facilit,category
"{'type': MultiLineString, 'coordinates': [[[-73.89337401053515, 40.889065016862034], [-73.89325892035042, 40.88906647013253], [-73.89324967705983, 40.88906709102423], [-73.8932404000856, 40.889067258939555], [-73.89323112740145, 40.88906697211267], [-73.89322189934987, 40.88906623148139], [-73.89321275270929, 40.88906504068168], [-73.89320372662837, 40.889063405152676], [-73.89319485906768, 40.889061331232966], [-73.89318618561191, 40.88905882705986], [-73.89317774302776, 40.889055903473306], [-73.89316956689251, 40.889052573113005], [-73.89316169041037, 40.88904884861665], [-73.8931541479647, 40.88904474712528], [-73.89314696919544, 40.88904028397469], [-73.89314018492051, 40.88903547990468], [-73.89313382240228, 40.88903035295023], [-73.89312790889593, 40.889024925648826], [-73.89312247047145, 40.88901921963631], [-73.89311752726148, 40.8890132592446], [-73.89311310177057, 40.88900706970807], [-73.89300638238191, 40.888893169210945]]]}",0236107,8534.0,NA,Current,2,VAN CORTLANDT PARK GREENWAY,VAN CORTLANDT PK S,VAN CORTLANDT PK EXT S,OFF,I,I,2,2,Protected,Protected,1900-01-01T00:00:00.000,Greenway,Mosholu-Pelham,Main Alignment,DPR,,Harlem River-Putnam,,,bike_lane_install
"{'type': MultiLineString, 'coordinates': [[[-73.88788046278903, 40.890220388464684], [-73.88780258020235, 40.89031170490332], [-73.88779662879645, 40.89031626728333], [-73.88779027686346, 40.890320505999206], [-73.8877835541004, 40.890324402169654], [-73.88777649257602, 40.89032793781595], [-73.88776912673389, 40.890331094061395], [-73.88776149100829, 40.89033385743212], [-73.88775362220842, 40.89033621355604], [-73.8877455583224, 40.89033815256478], [-73.88773733733849, 40.890339664589845], [-73.88772899724023, 40.890340742464275], [-73.88772058075624, 40.89034137992624], [-73.88771212467283, 40.890341576110934], [-73.8877036717126, 40.89034132835853], [-73.88769526221708, 40.890340638509244], [-73.88768693415322, 40.89033950930147], [-73.88767877421043, 40.890337198819196], [-73.8876708249589, 40.89033449683001], [-73.88766312079053, 40.8903314150738], [-73.88765569016259, 40.890327966185026], [-73.88764856627726, 40.890324163703355], [-73.8876417775856, 40.89032002386535], [-73.88763535016558, 40.890315562905144], [-73.88762931246526, 40.89031079886023], [-73.88762368936825, 40.89030575246607], [-73.88761850101484, 40.89030044265248], [-73.88761377109742, 40.89029489285531], [-73.88760951856514, 40.890289124704665], [-73.88760576117726, 40.89028316163056], [-73.88760251313026, 40.890277028860446], [-73.88759978743417, 40.89027075162063], [-73.88759759710024, 40.89026435423699], [-73.8875959503889, 40.89025786373213], [-73.88759405653934, 40.890245249682465], [-73.8875932046396, 40.89023257001146], [-73.88759339460518, 40.89021987424578], [-73.88759462872358, 40.890207212814815], [-73.88759689979226, 40.890194634337846], [-73.88760019942225, 40.890182187432764], [-73.88760451684992, 40.89016992161582], [-73.88766784227316, 40.88993327792652]]]}",0279089,868.0,NA,Current,2,VAN CORTLANDT PARK GREENWAY,VAN CORTLANDT PK S,VAN CORTLANDT PK EXT S,OFF,I,I,2,2,Protected,Protected,1900-01-01T00:00:00.000,Greenway,Mosholu-Pelham,Main Alignment,DPR,,,,,bike_lane_install
"{'type': MultiLineString, 'coordinates': [[[-73.88887881996878, 40.89394072847513], [-73.88867473141786, 40.894275353856415], [-73.88847697924511, 40.89461824873175], [-73.88846410259738, 40.894638734934944], [-73.88845293380861, 40.89465979099304], [-73.88844351574107, 40.89468133320284], [-73.88843588532106, 40.89470327965639], [-73.88843006998891, 40.89472554393384], [-73.88842609481182, 40.894748039613255], [-73.88842397536517, 40.8947706793627], [-73.88842269264619, 40.89479112904045], [-73.88841970245814, 40.89481147621339], [-73.88841501562023, 40.89483163714676], [-73.88840865125087, 40.89485153261609], [-73.88840063559326, 40.89487108070238], [-73.88839100081664, 40.894890203994585], [-73.88837978621196, 40.89490882418821], [-73.8882562715363, 40.89516760766045], [-73.88806248999701, 40.89556123353832]]]}",0347475,865.0,NA,Retired,2,VAN CORTLANDT PARK GREENWAY,VAN CORTLAND AV W,SOUTH COUNTY TRAILWAY,OFF,I,I,2,2,Unpaved,Unpaved,1900-01-01T00:00:00.000,Greenway,,,DPR,2020-10-07T00:00:00.000,,,,other
"{'type': MultiLineString, 'coordinates': [[[-74.21926443509075, 40.503442943541884], [-74.21923193009013, 40.50344199794869], [-74.21919940263753, 40.50344212042051], [-74.21916691171221, 40.50344330904362], [-74.21913451865284, 40.503445561899866], [-74.21910228125613, 40.50344887617739], [-74.21907026084317, 40.503453244555], [-74.21903851519302, 40.503458658817756], [-74.21900710443819, 40.503465108945335], [-74.21897608516932, 40.503472584023605], [-74.21894551514497, 40.503481069534104], [-74.21891545212081, 40.50349055005803], [-74.21888594912491, 40.503501007484026], [-74.2188570627217, 40.50351242279336], [-74.21882884593349, 40.50352477607369]]]}",0000878,2068.0,NA,Current,5,MOUNT LORETTO GREENWAY,HYLAN BLVD,HYLAN BLVD,OFF,I,I,2,2,Protected,Protected,1900-01-01T00:00:00.000,Greenway,Staten Island Waterfront,Mount Loretto Unique Area,NYSPRHP,,,,,bike_lane_install
"{'type': MultiLineString, 'coordinates': [[[-73.8899970691074, 40.8892817548296], [-73.88964113953809, 40.889393870476674], [-73.8896118995808, 40.88940389734407], [-73.88958295783004, 40.889414408950735], [-73.88955432615853, 40.88942540080591], [-73.88952602000055, 40.88943686752164], [-73.88949805360366, 40.88944880370884], [-73.88947043884376, 40.88946120307578], [-73.88944318996856, 40.889474060233475], [-73.88902226402371, 40.88969706237709], [-73.88896880493975, 40.88973012813956], [-73.88891745955395, 40.88976506982258], [-73.88886834427949, 40.88980181099962], [-73.88882156604805, 40.88984026893184], [-73.88877723061034, 40.8898803581777], [-73.88873543541604, 40.889921990586345], [-73.88869627555154, 40.88996507260164], [-73.88867514417299, 40.88998729152456], [-73.88865278582351, 40.89000880958238], [-73.88862924210298, 40.890029585392206], [-73.88860455578903, 40.8900495829752], [-73.88857877084743, 40.8900687654531], [-73.88855193361299, 40.89008709865148], [-73.88852409279387, 40.89010454839814]]]}",0236115,868.0,NA,Current,2,VAN CORTLANDT PARK GREENWAY,VAN CORTLANDT PK S,VAN CORTLANDT PK EXT S,OFF,I,I,2,2,Protected,Protected,1900-01-01T00:00:00.000,Greenway,Mosholu-Pelham,Main Alignment,DPR,,,,,bike_lane_install
"{'type': MultiLineString, 'coordinates': [[[-73.88766784227316, 40.88993327792652], [-73.887714986801, 40.88975426666548]]]}",0236140,868.0,NA,Current,2,VAN CORTLANDT PARK GREENWAY,VAN CORTLANDT PK S,VAN CORTLANDT PK EXT S,OFF,I,I,2,2,Protected,Protected,1900-01-01T00:00:00.000,Greenway,Mosholu-Pelham,Main Alignment,DPR,,,,,bike_lane_install
"{'type': MultiLineString, 'coordinates': [[[-73.92566244649313, 40.77829397147735], [-73.9257359414389, 40.778274265442164]]]}",0184676,1737.0,NA,Retired,4,ASTORIA PARK GREENWAY,ASTORIA PARK S,DITMARS BLVD,OFF,I,I,2,2,Protected,Protected,1900-01-01T00:00:00.000,Greenway,,,DOT,2016-06-20T00:00:00.000,,,,bike_lane_install
"{'type': MultiLineString, 'coordinates': [[[-73.92566244649313, 40.77829397147735], [-73.9257359414389, 40.778274265442164]]]}",0184676,4187.0,1737,Current,4,SHORE BOULEVARD,DITMARS BL,ASTORIA PARK S,OFF,I,I,2,2,Protected,Protected,1900-01-01T00:00:00.000,Greenway,Queens Waterfront,Main Alignment,DPR,,,,,bike_lane_install
"{'type': MultiLineString, 'coordinates': [[[-73.96286875073739, 40.7608241796216], [-73.9626992070114, 40.761056283946985]]]}",0188852,4378.0,,Current,1,ED KOCH QUEENSBORO BR,E 60 ST,E 61 ST,ON,I,I,2,2,Protected,Protected,1900-01-01T00:00:00.000,,,,,,,,,bike_lane_install
"{'type': MultiLineString, 'coordinates': [[[-73.77012007119461, 40.73704796666573], [-73.76896644128719, 40.73749808996356]]]}",0344139,2606.0,NA,Retired,4,73 AVE,210 ST,199 ST,ON,III,III,2,2,Signed Route,Signed Route,1900-01-01T00:00:00.000,,,,,2021-10-13T00:00:00.000,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.96274508643964, 40.67178898234589], [-73.96259288180754, 40.67174622241716]]]}",0299664,1150.0,NA,Current,3,EASTERN PKWY,PLAZA ST E,WASHINGTON AV,OFF,I,I,2,2,Protected,Protected,1900-01-01T00:00:00.000,Greenway,Historic Brooklyn,Main Alignment,DPR,,,,,bike_lane_install
"{'type': MultiLineString, 'coordinates': [[[-73.93650826117636, 40.74825527880541], [-73.93541482773581, 40.74718796058919]]]}",0248676,1941.0,NA,Retired,4,QUEENS BLVD,SKILLMAN AV,QUEEN PLAZA E,ON,I,I,2,2,Sidewalk,Sidewalk,1900-01-01T00:00:00.000,,,,,2011-10-20T00:00:00.000,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.92562952884488, 40.668369659370015], [-73.92542155232847, 40.668352147477165]]]}",0240762,1151.0,NA,Current,3,EASTERN PKWY,WASHINGTON AV,RALPH AV,OFF,I,I,2,2,Protected,Protected,1900-01-01T00:00:00.000,Greenway,Historic Brooklyn,Main Alignment,DPR,,,,,bike_lane_install
"{'type': MultiLineString, 'coordinates': [[[-74.15724920351106, 40.60587859950802], [-74.15723941833974, 40.605898849452736], [-74.15721986797244, 40.60594834103629], [-74.15717286745509, 40.606033846059], [-74.15709157815185, 40.60617410921792], [-74.15705270544133, 40.60626873888729], [-74.15702257692769, 40.60636520266899], [-74.1570013404192, 40.60646303119551], [-74.15698909763536, 40.60656175065762], [-74.1569859089261, 40.60666088009643], [-74.15699178855903, 40.60675993771339], [-74.15700670944703, 40.60685844176435], [-74.15703059843166, 40.606955915068504], [-74.15706333982254, 40.60705188320281]]]}",0329304,2102.0,NA,Current,5,WILLOWBROOK PARK GREENWAY,RICHMOND AV,VICTORY BLVD,OFF,I,I,2,2,Protected,Protected,1900-01-01T00:00:00.000,Greenway,New Springville,Willowbrook Park,DPR,,,,,bike_lane_install
"{'type': MultiLineString, 'coordinates': [[[-73.88690189163155, 40.899408212849], [-73.8866878679588, 40.900184881396704]]]}",0343741,865.0,NA,Retired,2,VAN CORTLANDT PARK GREENWAY,VAN CORTLAND AV W,SOUTH COUNTY TRAILWAY,OFF,I,I,2,2,Unpaved,Unpaved,1900-01-01T00:00:00.000,Greenway,,,DPR,2020-10-07T00:00:00.000,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.959330898075, 40.67079495115703], [-73.95909687832119, 40.67074533173866]]]}",0341908,1151.0,NA,Current,3,EASTERN PKWY,WASHINGTON AV,RALPH AV,OFF,I,I,2,2,Protected,Protected,1900-01-01T00:00:00.000,Greenway,Historic Brooklyn,Main Alignment,DPR,,,,,bike_lane_install
"{'type': MultiLineString, 'coordinates': [[[-73.76845796855429, 40.73769036338684], [-73.76837271187479, 40.73771897226274]]]}",0180649,2606.0,NA,Retired,4,73 AVE,210 ST,199 ST,ON,III,III,2,2,Signed Route,Signed Route,1900-01-01T00:00:00.000,,,,,2021-10-13T00:00:00.000,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.96286875073739, 40.7608241796216], [-73.96287784628508, 40.76073467509315]]]}",0354626,8215.0,,Current,1,ED KOCH QUEENSBORO BR,E 60 ST,E 61 ST,ON,I,I,2,2,Protected,Protected,1900-01-01T00:00:00.000,,,,,,,,,bike_lane_install
"{'type': MultiLineString, 'coordinates': [[[-74.15864725669256, 40.60405426399416], [-74.15846510890292, 40.604065133353394], [-74.15846064235001, 40.60406495940705], [-74.15845617164814, 40.60406502860759], [-74.15845171805807, 40.604065338224096], [-74.15844730520796, 40.6040658873235], [-74.15844295436068, 40.604066674075426], [-74.15843868677287, 40.604067693947954], [-74.15843452488038, 40.60406894150706], [-74.1584304899376, 40.60407041132026], [-74.15842660200897, 40.604072094354734], [-74.1584228799815, 40.604073983380246], [-74.1584193427381, 40.60407606936553], [-74.15841600915525, 40.6040783405778], [-74.15841289456904, 40.604080787090204], [-74.15841001548657, 40.60408339447163], [-74.15840738606035, 40.60408615189627], [-74.15840501925078, 40.60408904403735], [-74.15840292802034, 40.60409205646875], [-74.15840112178476, 40.60409517386856], [-74.15839960996219, 40.60409838181546], [-74.15839840078254, 40.60410166318809], [-74.15839749893351, 40.6041050017707], [-74.15839691028216, 40.60410838044517], [-74.15839663715087, 40.60411178209838], [-74.15839244168343, 40.604150175391005], [-74.1583920242168, 40.604152501117696], [-74.15839140228164, 40.60415479920995], [-74.15839057703806, 40.604157060660945], [-74.15838955436793, 40.60415927465623], [-74.15838833897382, 40.60416143128366], [-74.15838693437466, 40.604163519731976], [-74.15838534882184, 40.60416553188518], [-74.15838358819937, 40.60416745782944], [-74.15838166075655, 40.604169288548015], [-74.15837957710774, 40.604171015921665], [-74.15837734432496, 40.604172632736415], [-74.15837497302273, 40.60417413087288], [-74.15837247499898, 40.604175503110675], [-74.15836986205831, 40.604176744930875], [-74.15836714481726, 40.604177849114656], [-74.15836433508035, 40.604178811143136], [-74.15836144819659, 40.604179626492524], [-74.15835849478897, 40.604180290645544], [-74.15835548903358, 40.604180802682194], [-74.15835244510009, 40.60418115898087], [-74.15834937716038, 40.60418135682037], [-74.15834629703382, 40.6041813979855], [-74.15834322243681, 40.60418127975035], [-74.15827251889881, 40.60419117843515], [-74.15826876986998, 40.60419165006903], [-74.15826507449384, 40.60419232604769], [-74.15826145166201, 40.604193200942035], [-74.15825792027218, 40.60419427202442], [-74.15825449921584, 40.60419553386572], [-74.15825120501499, 40.604196978338535], [-74.15824805537747, 40.60419859911475], [-74.15824506564375, 40.6042003880686], [-74.15824225233153, 40.604202335271545], [-74.15823962959557, 40.604204430798426], [-74.15823720922755, 40.60420666472719], [-74.15823500655739, 40.604209024429494], [-74.15823302983003, 40.604211499087654], [-74.15823129200803, 40.60421407427545], [-74.15822980015497, 40.60421673917696], [-74.15822856250306, 40.604219477571384], [-74.15822758492995, 40.60422227684331], [-74.1582158213364, 40.604232093433694], [-74.15819548658365, 40.604242739496065], [-74.15796604129595, 40.604343744402215], [-74.15795405646102, 40.60434946568947], [-74.15794257275537, 40.60435575631806], [-74.15793163619645, 40.60436259010978], [-74.1579212928016, 40.6043699408863], [-74.15791158385163, 40.60437777797334], [-74.15790254826211, 40.604386069799226], [-74.15789422139785, 40.60439478209569], [-74.15788663980518, 40.60440388059274], [-74.15787983175345, 40.60441332833026], [-74.15787382550779, 40.60442308654706], [-74.15786864578892, 40.604433116486746], [-74.15786431258499, 40.604443376698015], [-74.15786084470281, 40.60445382573097], [-74.15785825622305, 40.60446442214233], [-74.15785655649604, 40.6044751226941], [-74.15784689811284, 40.60454933457941], [-74.15784412504163, 40.604624286242796], [-74.15784259309987, 40.60480790955324], [-74.15784169482434, 40.60484426041007], [-74.1578556338836, 40.60491694051207], [-74.15784595239899, 40.60498140876367], [-74.15780398427668, 40.605114873515774], [-74.15776181644938, 40.605164396248114], [-74.15769410551914, 40.6052236976759], [-74.15760869564282, 40.60528377257079], [-74.15760321968045, 40.605287978319346], [-74.15759812599136, 40.60529245370045], [-74.15759343698011, 40.60529717977243], [-74.15758917504286, 40.605302133991515], [-74.15758535903741, 40.60530729652043], [-74.15758200662525, 40.605312641219825], [-74.15757913075237, 40.605318146459446], [-74.15757674671511, 40.6053237852026], [-74.15757486509209, 40.60532953402124], [-74.15757349290894, 40.605335365890085], [-74.15757263719334, 40.60534125468429], [-74.15757230260789, 40.605347173381816], [-74.15757248909316, 40.60535309676813], [-74.15757319658339, 40.605358996927016], [-74.15757442147246, 40.6053648477483], [-74.15757615897061, 40.6053706222228], [-74.15757840074775, 40.605376295147295], [-74.15758113729208, 40.6053818413201], [-74.15758435554517, 40.60538723464396], [-74.1576001472904, 40.60541194586186], [-74.15760201731024, 40.60541629732753], [-74.1576035117966, 40.60542073215626], [-74.15760462597859, 40.60542523144356], [-74.15760535508534, 40.605429776285135], [-74.157605694346, 40.60543434777643], [-74.15760564371377, 40.60543892610604], [-74.15760520314592, 40.60544349326354], [-74.15760437495668, 40.605448028533786], [-74.15760316146438, 40.6054525130025], [-74.15760156853194, 40.605456927750716], [-74.1575996032061, 40.60546125475829], [-74.15759727371282, 40.60546547510288], [-74.1575945894641, 40.60546957166162], [-74.15759156105112, 40.60547352640961], [-74.15758820261411, 40.60547732311787], [-74.15758452829327, 40.605480945557616], [-74.15758055223088, 40.6054843784006], [-74.15757629329757, 40.605487607212474], [-74.1575717668215, 40.605490618464366], [-74.15756699404062, 40.605493399519794], [-74.15756199501351, 40.60549593864442], [-74.15750008222388, 40.60551251208468], [-74.15747584164801, 40.60552352538031], [-74.15745269467803, 40.60553583122455], [-74.15743076167757, 40.60554936461549], [-74.15741015237023, 40.60556405786427], [-74.15739097173677, 40.6055798360844], [-74.15737332001729, 40.60559661809229], [-74.1573572868077, 40.60561431821624], [-74.15734295224134, 40.60563284629491], [-74.15733039171283, 40.60565210677025], [-74.1573196676159, 40.605672002300935], [-74.1573108364262, 40.605692431051054], [-74.15730394161416, 40.605713287600324], [-74.15729901956107, 40.605734466538095], [-74.15729609600817, 40.60575585976662], [-74.15729518369538, 40.60577735740474], [-74.15729032025862, 40.605799848324054], [-74.15726486578613, 40.60584784952504], [-74.15724920351106, 40.60587859950802]]]}",0229843,2102.0,NA,Current,5,WILLOWBROOK PARK GREENWAY,RICHMOND AV,VICTORY BLVD,OFF,I,I,2,2,Protected,Protected,1900-01-01T00:00:00.000,Greenway,New Springville,Willowbrook Park,DPR,,,,,bike_lane_install
"{'type': MultiLineString, 'coordinates': [[[-73.74117817270779, 40.66640295403174], [-73.74067072439607, 40.666402664011514]]]}",0345893,1918.0,NA,Current,4,N CONDUIT AV,BROOKVILLE BLVD,LAURELTON PKWY SR S,OFF,I,I,2,2,Sidewalk,Sidewalk,1900-01-01T00:00:00.000,Greenway,Eastern Queens,Main Alignment,DOT,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-74.21802397539145, 40.50953490685578], [-74.21806897354682, 40.50966292112867]]]}",0121924,2068.0,NA,Current,5,MOUNT LORETTO GREENWAY,HYLAN BLVD,HYLAN BLVD,OFF,I,I,2,2,Protected,Protected,1900-01-01T00:00:00.000,Greenway,Staten Island Waterfront,Mount Loretto Unique Area,NYSPRHP,,,,,bike_lane_install
"{'type': MultiLineString, 'coordinates': [[[-74.21796205850974, 40.505390022212], [-74.21802397539145, 40.50953490685578]]]}",0277036,2068.0,NA,Current,5,MOUNT LORETTO GREENWAY,HYLAN BLVD,HYLAN BLVD,OFF,I,I,2,2,Protected,Protected,1900-01-01T00:00:00.000,Greenway,Staten Island Waterfront,Mount Loretto Unique Area,NYSPRHP,,,,,bike_lane_install
"{'type': MultiLineString, 'coordinates': [[[-73.92078589207522, 40.7816418509296], [-73.92424685112536, 40.77881786333875], [-73.92431751487999, 40.778767728369466], [-73.92439105318117, 40.77872004100737], [-73.92446731902938, 40.77867489750444], [-73.92454616069524, 40.77863238780623], [-73.92462741935023, 40.77859259555028], [-73.92471093498568, 40.778555601672274], [-73.92479654049578, 40.77852147899896]]]}",0068799,1737.0,NA,Retired,4,ASTORIA PARK GREENWAY,ASTORIA PARK S,DITMARS BLVD,OFF,I,I,2,2,Protected,Protected,1900-01-01T00:00:00.000,Greenway,,,DOT,2016-06-20T00:00:00.000,,,,bike_lane_install
"{'type': MultiLineString, 'coordinates': [[[-73.92078589207522, 40.7816418509296], [-73.92424685112536, 40.77881786333875], [-73.92431751487999, 40.778767728369466], [-73.92439105318117, 40.77872004100737], [-73.92446731902938, 40.77867489750444], [-73.92454616069524, 40.77863238780623], [-73.92462741935023, 40.77859259555028], [-73.92471093498568, 40.778555601672274], [-73.92479654049578, 40.77852147899896]]]}",0068799,4187.0,1737,Current,4,SHORE BOULEVARD,DITMARS BL,ASTORIA PARK S,OFF,I,I,2,2,Protected,Protected,1900-01-01T00:00:00.000,Greenway,Queens Waterfront,Main Alignment,DPR,,,,,bike_lane_install
"{'type': MultiLineString, 'coordinates': [[[-73.89340095407185, 40.8892997111005], [-73.89339897434293, 40.88930150394078], [-73.89339693771709, 40.8893032598085], [-73.89339484538225, 40.88930497780437], [-73.89339269852789, 40.88930665612842], [-73.89339049952721, 40.88930829478288], [-73.8933882471951, 40.889309892866194], [-73.89338594628218, 40.889311447681244], [-73.89316076471052, 40.889467571043234]]]}",0300559,865.0,NA,Retired,2,VAN CORTLANDT PARK GREENWAY,VAN CORTLAND AV W,SOUTH COUNTY TRAILWAY,OFF,I,I,2,2,Unpaved,Unpaved,1900-01-01T00:00:00.000,Greenway,,,DPR,2020-10-07T00:00:00.000,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.89739210747315, 40.88619895765516], [-73.89739241724176, 40.88621581593728], [-73.89739138625463, 40.8862326577192], [-73.89738902053791, 40.88624942177312], [-73.89738532611779, 40.88626604687132], [-73.89738031851132, 40.886282472694795], [-73.8973740144208, 40.88629863982613], [-73.89736643766766, 40.88631448885424], [-73.89735761563043, 40.88632996217206], [-73.89734758043096, 40.88634500397774], [-73.8973363689373, 40.88635955847358], [-73.89732402157031, 40.88637357436749], [-73.89730476597562, 40.886396947371566], [-73.8972853609754, 40.88642024820046], [-73.89726580419654, 40.886443476852016], [-73.89724609801476, 40.88646663152728], [-73.89722624242856, 40.88648971312666], [-73.89720623744071, 40.88651271984912], [-73.89718608305101, 40.88653565169459], [-73.89703993199218, 40.88669148385806], [-73.89699750256793, 40.8867281957516], [-73.89695163594409, 40.886762444432016], [-73.89690258039381, 40.886794045517256], [-73.89685060078246, 40.88682282814763], [-73.89679597619053, 40.886848637685105], [-73.8967390022895, 40.88687133391467], [-73.89667998777762, 40.88689079374243], [-73.89664654323212, 40.88689958676542], [-73.89661399770675, 40.88691014463673], [-73.89658251383415, 40.88692241707556], [-73.8965522471463, 40.886936342088624], [-73.89652334844067, 40.886951850474595], [-73.89649596022048, 40.88696886582096], [-73.89647022025747, 40.88698730270615], [-73.89616159671154, 40.88721940857351], [-73.89572323362869, 40.8876229553104], [-73.89567851017121, 40.88765984653966], [-73.89563579458041, 40.88769808399281], [-73.89559515815101, 40.887737603802016], [-73.89555666506044, 40.88777834119242], [-73.8955203794879, 40.887820230488806], [-73.89548636206214, 40.88786320060971], [-73.89545466747674, 40.88790718226922], [-73.89544526939099, 40.887921088969684], [-73.89543610491218, 40.887935085929584], [-73.89542717404747, 40.88794916864655], [-73.895418477985, 40.88796333622129], [-73.8954100191022, 40.887977585954474], [-73.89540179740203, 40.887991916045166], [-73.89539381526207, 40.88800632379419], [-73.89536632996777, 40.88806269182823], [-73.89534203991235, 40.88811990020448], [-73.8953209891733, 40.888177842707584], [-73.89530321708108, 40.888236414017996], [-73.89528875703508, 40.88829550791018], [-73.895277632944, 40.88835501724924], [-73.89526986634783, 40.88841483219628]]]}",0250384,6600,NA,Retired,2,VAN CORTLANDT PARK GREENWAY CONNECTOR,VAN CORTLANDT PK S,W 240 ST,OFF,I,I,2,2,Protected,Protected,1900-01-01T00:00:00.000,,,,,,,,,bike_lane_install
